Heart Rate (bpm),Acceleration_X (m/s^2),Acceleration_Y (m/s^2),Acceleration_Z (m/s^2),Water Pressure (bar),Label
132,-0.000178111,-0.002290167,-0.004247815,2.701532961,1
100,0.010632939,0.033226851,-0.003194672,1.225299735,0
153,0.006948803,0.004341585,-0.002638133,2.629372854,1
103,0.033596163,0.033716669,-0.00273145,1.249544151,0
101,0.00933028,0.015874631,-0.006644474,1.444346454,0
45,0.004821657,0.000278607,0.000217468,3.950905507,1
50,0.008065466,-0.001261411,-0.002218038,2.87773061,1
139,0.00686409,0.003245553,0.00027191,3.353397951,1
44,0.001845506,-0.005304196,-0.001992338,2.368065106,1
84,0.004284023,0.021950713,-0.0113757,1.324623857,0
152,-0.010527378,-0.004825533,-0.005585877,3.617079851,1
135,-0.000302732,-0.000837327,0.005784341,3.459171789,1
84,0.029430039,0.054471977,-0.000520991,1.163706332,0
108,0.015322716,0.020398359,-0.007554568,0.746884856,0
84,0.032386564,0.020833611,-0.00355166,1.524769877,0
132,-0.00335037,0.003113606,-0.002826476,2.314575692,1
141,0.001155369,-0.01116217,0.00879821,2.167665014,1
90,0.012134789,0.024939676,-0.007286304,0.846578163,0
90,0.023350687,0.03958105,-0.005582196,0.838307499,0
134,0.008392008,-0.005819031,-0.001845925,2.94541278,1
109,0.010296652,0.021146688,-0.010951176,0.945981971,0
103,0.027241613,0.04190477,-0.012329252,1.236725137,0
132,-0.0039286,-0.00153534,0.0062116,2.576540885,1
76,0.017066533,0.01273854,-0.007667899,1.213822465,0
87,0.013132991,0.011797483,-0.016491351,0.952534883,0
55,6.03917E-05,0.003949023,-0.003816752,2.373114744,1
101,0.025509399,0.020694327,-0.016244093,1.039883237,0
98,0.011126573,0.058184023,-0.001852025,1.150408136,0
85,0.021549667,0.007280291,-0.00151845,1.257886235,0
110,0.026719426,0.028818189,-0.006263455,1.029352036,0
97,0.037436548,0.057223548,-0.003034633,0.960154657,0
99,0.035937259,0.063209877,-0.007379725,1.218764021,0
44,-0.001193224,-0.000312006,0.006067685,3.143898135,1
114,0.009954453,0.014198002,-0.010457622,1.136986643,0
104,0.024586393,0.050819924,-0.014491461,1.211600258,0
58,-0.000785958,0.006684804,-0.003654062,3.036814148,1
83,0.014004471,0.025975264,-0.00679248,0.861564512,0
103,0.015233035,0.048478565,-0.014200957,1.153291462,0
104,0.022723604,0.018858786,-0.013373358,1.333076367,0
64,0.000338196,-0.003439536,-0.005878034,2.944878027,1
52,0.001845972,-0.000241159,0.005773845,3.638940279,1
94,0.013475744,0.044043997,-0.007129583,1.074774902,0
132,-0.004429086,-0.003402577,0.004881973,3.017332295,1
107,0.032842807,0.00994609,-0.007530416,1.238947235,0
99,0.017136251,0.023092057,-0.012197964,1.495072032,0
56,-0.00667106,0.004280335,-0.001684024,2.820117646,1
53,0.014253232,-0.00642681,0.002996217,3.249297927,1
54,0.002824113,-0.009048345,-0.000437706,3.042051826,1
103,0.01172053,0.02315464,-0.010487075,1.068910435,0
140,0.006771984,-0.005539674,-0.003409899,2.07764385,1
137,-0.001439686,-0.001853696,-0.00028182,3.881098107,1
95,0.010224162,0.026614537,-0.017080939,0.835235562,0
74,0.013816439,0.056172106,-0.007942006,1.206068566,0
88,0.030876737,0.057302219,-0.012828937,0.896211011,0
51,0.011918147,-0.004160988,-0.006799252,3.029257186,1
141,0.002269676,-0.010564371,-0.012886636,2.987342381,1
120,0.00397924,-0.002163973,0.003203951,2.418296321,1
94,0.03863639,0.026928875,-0.014795824,1.107406833,0
40,-0.002911163,-0.004547644,-0.001796476,2.167657093,1
144,0.005774266,0.006479559,-0.003419087,3.492738519,1
143,-0.00166707,0.003931578,-0.001266788,2.547814042,1
88,0.042833573,0.040908899,-0.017533716,1.00864795,0
131,-0.005983245,-0.00093156,0.002786522,3.191215865,1
94,0.009190263,0.048322705,-0.011890815,1.0247717,0
89,0.019873602,0.005267342,-0.019236741,1.029134181,0
129,0.00725589,-0.002098451,-0.005588312,1.705647479,1
75,0.013186001,0.023631014,-0.005932642,1.277151894,0
88,0.011690751,0.022125707,-0.014293504,1.288538326,0
95,0.024651452,0.004359737,-0.016470112,1.172492315,0
54,0.003368083,-0.00485086,0.001598815,2.189979659,1
51,-0.011551278,0.006734024,0.005762438,3.474287944,1
93,0.013247267,0.019175679,-0.006606168,1.434699751,0
105,0.024100086,0.053523812,-0.007899807,1.232101283,0
96,0.045925108,0.013539295,0.000401699,0.85691038,0
101,0.011063787,0.027301265,-0.023044222,0.964474855,0
147,-0.00073627,0.004746986,-0.00130207,3.41158717,1
139,-0.008615307,0.001005853,0.00178924,2.852822259,1
123,0.001397323,-0.002411796,0.000478483,2.805719163,1
79,0.024183794,0.030022181,-0.018571711,1.519406922,0
90,0.028219301,0.005745121,-0.02211984,1.129855473,0
101,0.003711766,0.044601136,-0.003958834,1.204723455,0
55,0.00074916,0.00695428,0.003662552,2.660043452,1
47,-0.005459719,-0.006254517,-0.009923543,2.9031699,1
47,-0.002554303,0.00508849,-0.000226418,3.013567786,1
99,0.012715247,0.021040054,-0.01779354,1.190222503,0
55,-0.00402972,0.00894295,-0.002062899,2.966092316,1
84,0.011621552,0.024477338,0.00685633,0.996932003,0
140,-0.000833577,-0.001841054,-0.00411503,3.084999027,1
136,0.001109512,-0.002518042,-0.002655256,2.637279865,1
152,0.002669331,-0.001461551,-0.007767229,3.114023818,1
52,-0.010852287,0.000877618,-5.40573E-05,3.455272543,1
52,-0.002033134,-1.19399E-05,-0.004722392,3.850309223,1
89,8.66702E-05,0.030520461,-0.011435592,1.156450245,0
91,0.014657551,0.025844439,-0.003991212,1.093187884,0
79,0.021328863,0.013929805,-0.015640716,1.380433855,0
101,0.002356086,0.029565462,-0.012635969,0.88183011,0
135,0.000448684,0.005885704,0.000320663,3.605730243,1
102,0.019448485,0.036476511,-0.008020319,1.244247571,0
107,0.020948567,0.004531405,-0.008915136,1.137696092,0
144,0.001399105,0.006942287,-0.004429846,2.850065531,1
52,-0.003307939,0.002417013,0.002548053,3.46406542,1
44,0.000538805,5.54361E-05,0.002145107,2.834835656,1
140,0.000412294,-0.000603726,0.000995638,3.068250939,1
99,0.028350775,0.04727757,-0.014728846,1.512613849,0
74,0.029914295,0.032682107,-0.002724269,1.336916472,0
97,0.025871212,-0.001944035,-0.015215767,0.973106238,0
124,0.005287781,-0.000509005,-0.003057074,3.028190732,1
141,0.000358623,0.004375164,-0.00012025,2.94783925,1
81,0.037257536,0.025111955,-0.017220796,1.400721007,0
44,0.003991918,-0.000486994,-0.000786058,2.980130895,1
113,0.033029683,0.028077944,-0.007666449,1.246212698,0
91,0.018573581,0.049734074,-0.017856982,1.667851765,0
90,0.024057086,0.030900953,-0.018398712,1.221915594,0
40,0.004411499,0.003299455,-0.003420005,3.559711572,1
148,-0.003250994,-0.010303942,0.007885375,2.900002775,1
50,-0.001369501,0.006453053,0.003488714,2.994688423,1
146,0.007052166,0.004939964,-0.001712657,3.687547293,1
119,-0.000664915,-0.003210099,0.001070294,3.351057103,1
89,0.025905352,0.050349407,-0.000768312,1.184541216,0
129,-0.003458563,0.001301992,-0.010236734,2.908603478,1
46,0.011497581,-0.002175395,0.002392858,1.990056782,1
94,0.01805857,0.041819429,-0.010113528,1.221649022,0
100,-0.016589352,0.022897832,-0.014448096,1.247572124,0
99,0.013857414,0.029072361,-0.009135562,1.249950689,0
98,0.02812245,0.021680694,-0.008971797,1.468720854,0
133,0.00588649,-0.003339041,0.006517394,3.362532136,1
50,0.004323852,-0.006448018,0.003908431,2.903384484,1
47,-0.00552652,-0.000948279,-0.007417863,3.246243243,1
94,0.008041525,0.029578414,-0.009554458,1.110800131,0
131,-2.93791E-05,0.002758964,0.002568931,3.117278379,1
93,0.018525973,0.027132196,-0.009060526,0.906087383,0
89,0.042815441,0.032936196,-0.02072201,1.582762715,0
87,0.018085467,0.003141943,-0.014381912,1.44916095,0
104,-0.001158466,0.035500004,-0.014992683,1.277897471,0
95,0.013750945,0.008878383,-0.002418048,1.321337235,0
76,0.006513552,0.024449697,-0.013187222,1.311984236,0
148,-0.000359749,-0.001978577,-0.000664908,2.534269024,1
135,-0.010501914,-0.00160353,-0.014564646,2.935553415,1
86,0.014364896,0.041901364,-0.000829555,1.301273802,0
82,0.014988449,0.003351401,-0.010678422,1.464348777,0
53,-5.76235E-05,0.006645786,-0.010538743,1.693263141,1
60,0.002314663,-0.002246187,-0.007511887,3.087904047,1
103,0.021093129,0.015535465,-0.006453304,0.97133897,0
55,0.005675908,0.000627118,0.000977577,3.329352145,1
54,-0.007114999,-0.001919736,0.001170001,3.730295099,1
133,7.87081E-05,-0.0022195,0.006764032,3.646173077,1
137,0.006523306,0.005869615,0.004296364,3.714251482,1
130,-0.000288779,0.006191616,-0.002711754,1.981244764,1
44,0.000322846,-0.001315775,-0.007586058,2.329456466,1
47,0.004435507,0.001642015,0.008161689,2.908117165,1
43,-0.007998867,-0.008051282,0.005262671,2.877676666,1
78,0.019996037,0.039084408,-0.007406781,1.462844532,0
100,0.000412233,0.059388441,-0.018359807,1.089330769,0
113,0.012417398,0.041853964,-0.004152635,1.328702738,0
161,0.002595628,-0.003644867,-0.008305339,3.407528174,1
53,0.002596459,0.002276215,-0.001021876,2.910015455,1
87,0.029159006,0.019528061,-0.002714099,1.1079383,0
112,0.028814339,0.035411154,-0.012443845,1.237191315,0
133,0.00649921,0.012022934,-0.004786518,2.855857825,1
42,5.53353E-05,-0.001385108,0.005157117,3.454339336,1
126,0.003814678,0.002305501,0.003890203,2.130980848,1
87,0.02929394,0.017959888,-0.006918546,1.42570287,0
135,-0.014318245,0.007429232,0.001698365,3.471935496,1
144,0.003383436,-0.004875799,-0.002279318,3.689282879,1
137,0.003115489,0.001879463,0.000634668,2.630446869,1
151,0.001617801,-0.002345353,-0.000806652,3.205232294,1
107,0.001274649,0.007326235,-0.001165258,2.191573746,1
104,0.014484626,0.022591914,-0.005895383,1.093593858,0
88,0.029484616,0.034187195,-0.013609689,1.080869322,0
51,-0.004654676,0.006061753,0.001599975,3.749924768,1
47,0.001406278,0.005227598,-0.007271383,2.686066015,1
108,0.004569592,0.052848643,-0.009390378,1.224472352,0
101,0.008048946,0.041905206,-0.01508994,1.093967091,0
102,0.028743862,0.038150204,-0.008721426,1.03094135,0
46,0.002198962,-0.004431063,-0.003006682,3.230916519,1
149,0.004056016,-0.004255487,0.002110352,3.215867814,1
49,-0.007773183,-0.005258599,-0.005806738,1.657485479,1
124,-0.00506165,-0.006018329,-0.003906544,2.338827708,1
148,-0.004047897,0.001793921,-0.000127942,3.46833302,1
111,0.020921278,0.019037996,-0.015305163,1.041350615,0
144,0.002755731,-0.003272384,-0.004673677,2.974398041,1
45,-0.009347296,0.003021294,0.005073625,2.453667357,1
102,0.02518296,0.022680997,-0.002725989,1.205533693,0
84,0.02242036,0.009775805,-0.017827212,1.022417015,0
47,0.002164622,-0.005967226,0.005316841,3.475309283,1
143,0.00384407,0.00130881,0.001959835,3.130740825,1
99,0.009497349,0.011736099,-0.009555693,1.188151134,0
149,0.001300144,-0.004364397,0.00167882,3.500824508,1
55,0.001638158,0.006395778,0.001226214,2.506317446,1
84,0.015759389,0.054438251,-0.017503447,1.011387715,0
99,0.024999326,0.047451153,-0.013002467,1.298885669,0
86,0.014669612,0.033667162,-0.010783154,0.845526353,0
104,0.026311282,0.030119084,-0.005581922,1.453014139,0
97,0.022922437,0.026544515,-0.011863383,1.45400173,0
53,-0.00491068,-0.002778814,0.001316374,3.89268033,1
50,0.001738666,-0.007675565,0.004439801,3.223388106,1
48,-0.005857943,0.002949113,-0.000153187,2.379072834,1
47,0.002084036,-0.000454271,0.010253448,3.680323499,1
105,0.017729252,0.016055357,-0.001052637,1.250481047,0
99,0.007312566,0.025653446,-0.009825921,1.379741814,0
90,0.019368905,0.036938218,-0.006205155,1.05501006,0
53,0.000134958,-0.000822596,0.0033742,2.836004373,1
101,0.030486891,0.011745477,-0.010474189,1.212639079,0
45,6.56071E-06,-0.004254229,0.007467418,2.363299588,1
94,0.009224241,0.05487213,-0.015667079,1.267989793,0
91,0.006447646,0.027055363,-0.011641986,1.129800393,0
53,-0.001766084,-0.006939759,0.001393906,3.09333417,1
92,0.026724464,0.05103139,-0.005352907,1.345618392,0
98,0.012532275,0.023264331,-0.016253096,0.84213237,0
46,-0.007458457,-0.002506408,-0.001093261,2.865159962,1
100,0.009175878,0.02283655,-0.009356176,1.201446601,0
83,0.011520981,0.027782772,-0.011795074,1.533784111,0
45,-0.004221185,0.008080521,-0.003961725,2.667350373,1
99,0.008429419,0.026591922,-0.014888668,1.411518688,0
94,0.04356432,0.012915813,-0.007928064,1.334903337,0
143,-0.001008127,0.000404513,0.008022309,2.972810753,1
52,0.005487858,-0.006988518,0.000463009,2.756458366,1
118,-0.001238174,-0.0056936,-0.000542496,2.844206548,1
94,0.039755142,0.032703768,-0.013055022,0.959420517,0
92,0.016605131,0.037549678,-0.011688695,1.236043512,0
41,0.004717403,-0.006846236,0.006277136,2.931082443,1
110,0.016083259,0.017063241,-0.008945432,1.35887771,0
88,0.024262639,0.020590404,-0.014638898,0.611144112,0
123,0.000716347,-0.007365139,-0.005624748,3.580316941,1
44,0.000615053,0.003829452,-0.000224871,2.766551199,1
156,0.001245666,0.000463892,-0.002755135,3.144864567,1
84,0.030473997,0.01380899,-0.009160854,1.295524581,0
48,-0.004948663,0.005769616,-0.005245888,2.311887398,1
82,0.012521126,0.003565686,-0.007587857,1.467326438,0
102,0.014016147,0.021387574,-0.012212767,1.16551766,0
100,0.03317132,0.036716713,-0.013103696,1.032800879,0
143,0.004387653,0.000836332,0.001277187,3.467447134,1
122,0.032916672,0.019748699,-0.011407079,0.962319406,0
117,0.019999156,0.020578833,-0.004818516,0.69427677,0
90,0.020549685,0.051558871,-0.009514665,0.952103006,0
142,-0.010596953,-0.004121742,-0.00273033,2.810105707,1
88,0.023071429,0.012522661,-0.005329646,1.240008026,0
87,0.02395662,0.032265737,-0.013444094,1.010707997,0
52,-0.005392699,-0.005619515,0.003243442,2.492780499,1
52,-0.006621461,0.00503457,-0.003525054,2.606483442,1
110,0.018005633,0.035765001,-0.010734324,0.956659631,0
97,0.041548963,0.026700665,-0.014803413,1.262765333,0
50,0.004892296,0.004228897,-0.007269548,2.361586835,1
100,0.042390339,0.028412813,-0.004919526,1.098636034,0
135,-0.002808128,0.003690732,0.000279845,3.91503619,1
53,0.003845302,0.003473084,0.004546158,3.396332929,1
152,0.001693504,-0.004403527,0.002296331,3.024034828,1
131,-0.005961184,0.008046095,-0.009533622,2.451332466,1
108,0.052425166,0.035307175,-0.011588203,1.426060871,0
89,0.013983846,0.017347578,-0.007239889,1.553111679,0
99,0.037533585,-0.014749318,-0.014030693,1.290831423,0
43,-0.000438838,0.00610066,-0.005323333,3.229795825,1
103,0.022904911,0.042747747,-0.005030615,1.079937124,0
49,-0.001762561,0.000398322,-0.001169162,2.814742169,1
57,-0.001356614,0.000322956,-0.004823573,3.163636953,1
92,0.026948168,0.02268789,0.000374247,1.330142109,0
139,-0.003854687,0.001822034,-0.004310745,2.785050313,1
49,-0.011250375,0.007376423,0.003831198,2.880965129,1
149,-0.002372796,-0.007978597,-0.001009576,2.704249992,1
88,0.018095878,0.031917533,-0.011626398,1.398196312,0
148,0.005340621,0.000385615,-9.10978E-05,2.72801097,1
49,0.001614361,-0.000261984,-0.005879624,2.175686751,1
47,-0.008377848,-0.006254808,0.00887427,2.961372731,1
104,0.019333425,0.040994001,-0.01985619,1.21819245,0
135,-0.004161868,0.008221275,-0.006251924,2.728120546,1
107,0.020143685,0.022959172,-0.011026998,1.13453487,0
97,0.022839266,0.014980538,-0.008215881,1.041543191,0
107,0.028805112,0.038666486,-0.013242365,1.2382042,0
87,0.022335473,0.047596511,-0.018904597,0.954858223,0
142,-0.003098061,-0.008765509,0.005386494,4.237428702,1
75,0.035875391,0.030747365,-0.012445691,0.968630738,0
108,0.002519671,0.036262209,-0.017423551,0.906055203,0
111,0.03318402,0.026765972,-0.008464922,1.164720286,0
47,-0.006794956,0.004390826,0.009867263,3.166134702,1
84,0.018985854,0.027996409,-0.011073437,1.160783598,0
94,0.037483164,0.048226611,-0.013526197,0.940260932,0
46,0.006720854,0.000819162,-0.011345254,3.238969312,1
84,0.017447873,-0.002402362,-0.000953296,1.463241105,0
136,-0.004395009,0.000694627,0.004702789,3.361461017,1
102,0.017951642,0.018401706,-0.011115248,1.380483689,0
132,0.002891415,0.008020162,-0.000485899,4.205054935,1
147,-0.004237022,0.002834374,-0.005887289,2.262466645,1
144,-0.003783248,-0.002066411,-0.001119003,3.020283259,1
132,-0.003210194,0.002997417,-0.010642946,3.644059723,1
147,0.005358285,-0.000250227,0.010170298,3.422200847,1
42,-0.012854277,0.006100696,-0.003129642,2.334054616,1
116,0.011454312,0.021003851,-0.019724386,1.342457358,0
40,-0.001757902,-0.011307349,-0.003789051,3.451297526,1
104,0.013079536,0.032500037,-0.012584485,1.216042204,0
86,0.009375474,0.043032228,-0.011295839,1.478971355,0
55,-0.005639371,-0.011240677,0.006622486,3.065602171,1
92,0.016651682,0.031356823,-0.014225119,1.276729672,0
81,0.014825815,0.020121431,-0.013046759,1.43618882,0
76,0.037804346,0.030899588,-0.011144188,1.258973773,0
74,0.010208796,0.029520719,-0.01963192,1.159087869,0
93,0.022751351,0.026665917,-0.000210563,1.10229406,0
156,-0.002549838,-0.006819892,0.002148855,3.531712487,1
144,-0.001606388,-0.003614315,-0.002146699,2.958034979,1
95,0.034635013,0.011785703,-0.005516585,1.19386251,0
81,0.019716338,0.011540837,-0.010954957,1.135584363,0
50,0.000975348,-0.003692409,0.004085124,2.385141857,1
50,0.002240798,0.002233072,-0.001550608,3.90790384,1
137,-0.007284397,0.000300424,-0.001552103,2.840767162,1
48,-0.006337416,-0.000212549,-0.004752785,2.489900289,1
97,0.019393888,0.026888339,-0.008596513,0.736415836,0
110,0.024355859,0.013007616,-0.010564883,1.012985858,0
102,0.040021193,0.025525897,-0.014032605,1.54902248,0
155,0.002258897,0.004271498,0.001679402,3.329375806,1
52,-0.004559621,-3.46207E-06,0.000156291,2.649050897,1
146,-0.004589042,0.000864219,-0.00139582,2.347324682,1
50,-0.001256577,-0.009682454,0.001939534,2.246726606,1
83,0.023637925,0.063958416,-0.00211342,1.314735462,0
54,-0.00039031,0.000716053,0.003099872,2.385377734,1
140,0.003171449,0.004745362,-0.00089881,2.855930833,1
102,0.006839278,0.022806212,-0.012974921,0.93752282,0
46,0.002360478,-0.004367119,0.00126339,3.132699344,1
112,0.026485258,0.013978692,-0.009999081,1.05954465,0
141,0.001615002,-0.001470232,0.006351674,1.75222457,1
98,0.014394893,0.051028785,-0.009293776,0.892741498,0
39,-0.009047136,0.003274146,-0.001537527,3.898252137,1
98,0.031196591,0.015844496,-0.006119962,1.084914872,0
123,0.000287842,-0.001066899,0.006439441,3.336036807,1
141,-0.000129142,-0.006730607,0.006471679,2.389245254,1
88,0.017321245,0.039638282,-0.008301475,0.849689479,0
51,0.00829023,0.000495512,0.007184418,2.867708919,1
47,-0.004861664,-0.006813047,-0.001972241,2.826391479,1
128,-0.001112853,-0.004675381,-0.001351729,2.829097754,1
132,-0.005178009,-0.000201133,-0.01086177,2.599305063,1
97,0.004463082,0.053679285,-0.007902895,1.44884272,0
139,0.003252902,0.000670297,0.003365218,3.587979723,1
135,0.00852032,-0.009586015,9.76089E-05,3.134811747,1
49,0.000893293,0.003454894,-3.75621E-06,3.250753214,1
136,-0.007491801,0.000440575,-0.000449425,3.424774123,1
49,-0.007869983,-0.004355157,-0.004009228,3.607248759,1
98,0.025066177,-0.000651062,-0.000915225,1.076184174,0
96,0.031319497,0.016769924,-0.010033516,1.364230715,0
89,0.031097582,0.031962926,-0.012306299,1.092472194,0
144,-0.00042633,-0.002126479,-0.003203071,2.716242104,1
86,0.019737214,0.014696342,-0.007943821,0.880296736,0
84,0.026779601,0.053717908,-0.015953501,1.034608311,0
53,-0.001153446,-0.007236857,0.001554139,3.567127124,1
76,0.035677214,0.053106525,-0.01252345,1.186992413,0
97,0.018808906,0.053453002,0.001316847,1.382138831,0
132,-0.000548169,-0.002513971,-0.003861385,3.150040691,1
110,0.039323168,0.039517897,-0.010247923,0.951921768,0
99,0.018475746,-0.005672687,-0.012481823,0.842528295,0
131,0.001748805,0.000194627,0.004814057,2.163958186,1
99,0.032453843,0.024953785,-0.009606734,1.45053566,0
87,0.031681572,0.009117846,-0.011540002,1.364090778,0
68,0.033834057,0.041210309,-0.015622507,1.415818675,0
53,0.004806301,1.19379E-05,0.004329006,2.447895667,1
65,0.011371457,0.049312638,-0.011219612,1.269961111,0
75,0.014287359,0.036132213,-0.013011187,1.030988026,0
153,0.002662783,0.001881905,0.00423916,3.780767707,1
100,0.009809723,0.023785057,0.000104235,1.382524446,0
91,0.028364561,0.023793439,-0.019683633,0.947479891,0
153,-0.00459131,-0.002315879,-0.001673562,3.716078255,1
77,0.02588661,0.076785427,-0.009511113,0.771175471,0
48,-0.000357438,0.002253663,-0.005601964,2.670113474,1
76,0.026702068,0.043445422,-0.010475044,1.116054239,0
91,0.033409896,0.04579836,-0.015771002,1.069750543,0
87,0.023288443,0.035311119,-0.01342754,1.454508557,0
80,0.016505929,0.003174352,-0.008086212,1.416742644,0
49,0.001732242,0.006378921,0.002055884,4.478524799,1
52,0.003806473,-0.005379758,-4.6206E-05,2.965346973,1
57,0.005290105,-0.008186933,-0.006175732,4.117197029,1
97,0.011839246,0.021033792,-0.011237681,1.478858196,0
57,-0.002473495,-0.004771941,-0.001524985,3.611157428,1
133,0.00582996,-0.004691855,-0.00095154,3.215309885,1
53,-0.004270295,0.008464939,-0.005279281,3.321086907,1
109,0.027660554,0.042248382,-0.008643153,1.638170942,0
108,0.021703061,0.027717117,-0.006728417,1.405309761,0
144,-0.002244091,-0.000509618,-0.001957122,2.36184345,1
133,0.000341073,-0.008691919,-0.007076303,2.9355512,1
93,0.009491703,0.055944832,-0.010073585,1.127694428,0
88,0.016155326,0.024560654,-0.011547036,1.33303036,0
74,0.021005083,0.025793424,-0.014035062,1.283513661,0
148,0.005169765,0.001048138,-0.003242684,2.518915205,1
108,0.031777129,0.043733283,-0.01243276,1.243105662,0
105,0.015281971,0.020913887,-0.002263016,1.23186903,0
92,0.018204682,0.030798324,-0.006548575,1.07568974,0
105,0.03215943,0.05637364,-0.007476039,1.162997434,0
129,0.011978673,-0.011741834,0.003094305,3.65350505,1
98,0.017748312,0.037959399,-0.010225281,1.196430184,0
84,0.015734034,0.015831404,-0.008101956,1.28951076,0
126,-0.012986915,-0.003608578,-0.001112713,3.547895687,1
125,0.005447789,0.003728444,-0.003134712,2.241920763,1
73,0.01740911,0.058220078,-0.009337396,1.158081289,0
47,0.002155774,0.005066607,0.000345579,3.320720068,1
155,-0.004387134,-0.000964423,0.007240114,3.371744638,1
106,0.023821339,0.028531373,-0.014209516,0.95345806,0
49,0.005131322,-0.008050759,-0.007538459,2.488640739,1
129,0.008710098,0.001715563,-0.00555115,2.004907861,1
139,-0.001343207,-5.93371E-05,0.002006324,2.921171762,1
49,0.001473198,-0.006301211,0.002619133,2.614422613,1
90,0.000988003,0.000864084,6.42815E-05,1.18244644,0
93,0.018911581,0.027360461,-0.00906235,1.47612441,0
49,0.005719245,-0.007742149,0.000811286,2.805592246,1
81,0.011407213,0.032150901,-0.013541397,0.804036939,0
99,0.021308661,0.034922647,-0.013313079,1.361961804,0
55,0.006002396,0.00026474,-0.002001265,3.538771706,1
42,0.00245927,0.00712545,0.007383551,3.948429279,1
48,-0.005818872,-9.23444E-05,0.006144225,2.757848674,1
95,0.005521679,0.030992372,-0.01552011,1.149050931,0
92,0.008380309,0.027276184,-0.01718578,1.311842934,0
144,0.011628137,-0.005071584,0.000924473,3.776625728,1
155,-0.001926002,-0.006084624,0.001063402,2.797643947,1
107,0.00648858,0.019345066,-0.006035118,1.453833899,0
92,0.018158804,0.024336203,-0.013789357,1.415382294,0
134,0.001456348,0.006099545,0.001503982,2.830802576,1
50,0.002744082,-0.004447345,0.004564628,3.398144051,1
101,0.033785147,0.044754269,-0.009269169,1.087991731,0
91,0.049190878,0.029433957,-0.004969019,1.668200024,0
140,0.00781124,-0.002456322,0.0072136,3.014054268,1
131,-0.000626232,0.004025645,-0.005248996,3.261301472,1
39,-0.001214585,-0.001307097,0.003915888,3.414111933,1
97,0.025285973,0.016093505,-0.009291694,1.432457228,0
84,0.04308245,0.003293912,-0.004192284,1.458173917,0
111,0.009858743,0.024981248,-0.014609671,1.456722928,0
75,0.023975993,0.022333718,-0.006048387,1.285133323,0
142,-0.004152402,-0.003969961,0.00872843,3.968025916,1
103,0.006352478,0.036221848,-0.006440578,0.969470747,0
91,-0.004709898,0.034258677,-0.007092425,1.181700031,0
137,0.003023221,-0.001580763,0.00374061,3.537701089,1
101,0.018870812,0.049231427,0.006343089,0.955166227,0
51,0.006089656,0.002150589,-0.010234835,3.340165717,1
123,-0.003069756,-0.00583725,-0.000812997,2.584236417,1
89,0.018257411,0.024815274,-0.003255614,1.148274749,0
114,0.021266121,0.029953877,-0.01564561,1.237761475,0
50,0.003729032,-0.001310964,-0.008041248,2.853233807,1
100,0.017140759,0.015005104,-0.004391105,1.137957306,0
141,-0.008352815,-0.007303928,-0.002367803,3.648838795,1
104,0.027012821,0.035624318,-0.009793316,1.408888486,0
55,-0.013160297,0.009275847,0.003965359,3.085943581,1
90,0.010586163,0.049265089,-0.012342942,1.214012056,0
135,0.000902262,-0.004969811,-0.00577589,2.912049112,1
54,-0.000495117,-0.002671716,0.004937682,3.294216541,1
48,3.86779E-05,-0.004022894,0.008653052,3.854559066,1
92,0.020659668,0.007615619,-0.011605304,1.413806055,0
82,0.025118295,0.055340054,0.001631638,0.980587031,0
115,0.038851935,-0.001965246,-0.013424922,0.881042196,0
128,0.002220617,-0.00958181,-0.000580377,2.65976915,1
129,-0.005386294,0.002225992,-0.000852847,3.576729086,1
49,-0.004066616,-0.012651324,-0.011785898,2.002208977,1
42,-0.001111859,-0.003646073,0.011885823,2.751257901,1
101,0.01999064,0.043599732,-0.019829337,1.130242388,0
134,0.002919335,0.006787577,-0.003703679,3.286882711,1
96,0.025012548,0.040395479,-0.010602685,1.168821305,0
132,0.00334488,-0.004735988,0.003518446,3.298688824,1
91,0.01854837,0.008243523,-0.010185876,0.870085545,0
96,0.030295242,0.038698915,-0.004995809,1.211803603,0
53,-0.003947828,0.002054426,0.007413424,2.719855898,1
88,0.009125335,0.021006852,-0.00549488,1.209698564,0
43,-0.009677191,0.003122582,0.007704331,2.903219028,1
154,0.00092738,-0.006325728,0.002706014,2.400143405,1
127,-0.003550804,-0.000647212,0.007107387,2.610191502,1
81,0.008713781,0.017528709,-0.00794678,0.810062929,0
150,-0.000521275,0.008519183,0.001502182,2.454352267,1
43,-0.002223418,0.005627416,-0.009821033,3.013274121,1
102,0.012723523,0.032876453,-0.01082611,1.074031915,0
53,0.001592316,-0.002737379,3.75772E-05,2.519834619,1
46,0.004644375,0.004909573,-0.003318803,3.518918995,1
90,0.009690555,0.03368145,-0.005102373,1.22152815,0
148,-0.009150976,-0.000747009,-0.005492584,2.91256729,1
147,0.000390119,-0.003576783,-0.003732336,2.945255966,1
88,0.019044725,0.004860448,-0.004583873,0.957580209,0
166,-0.003335519,-0.010053433,-0.007457473,3.304645511,1
82,0.021174182,0.043666132,-0.010550018,1.065623406,0
103,0.027474113,0.011132096,-0.010135101,0.89123657,0
103,0.040911143,-0.000719812,-0.011733648,1.129880481,0
49,0.004055299,-0.00442988,0.000418099,2.664093995,1
90,0.009002479,0.045041362,-0.008852247,1.471482838,0
55,0.00320709,-0.003035297,-0.006586085,2.674010297,1
89,0.037247632,0.000382075,-0.019057906,1.266360836,0
